,Unnamed: 0,first,second,cats,weight
787,466,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.cardiac complexes, premature.atrial premature complexes",atrial premature complexes,[33745461],1.0
788,976,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.heart block",heart block,,0.001
789,243,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.heart block.atrioventricular block",atrioventricular block,"[32855347, 32921216, 33184170, 33432301, 33745461, 34356552, 34422717, 34599493]",8.0
790,348,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.heart block.bundle-branch block",bundle-branch block,"[33184170, 34055936, 35552326]",3.0
791,754,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.heart block.sick sinus syndrome",sick sinus syndrome,[33745461],1.0
792,244,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.long qt syndrome",long qt syndrome,"[32855347, 33745461, 35407640]",3.0
793,465,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.long qt syndrome.andersen syndrome",andersen syndrome,[33745461],1.0
794,245,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.tachycardia",tachycardia,"[32855347, 33819537, 33860871, 33861695, 34327929, 34384972, 34433686, 34485048, 34803350, 34942428, 35175707]",11.0
795,1055,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.tachycardia.tachycardia, supraventricular","tachycardia, supraventricular",,0.001
796,454,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.tachycardia.tachycardia, supraventricular.tachycardia, sinus","tachycardia, sinus","[33687179, 33860871, 34055936, 35129713]",4.0
797,216,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.tachycardia.tachycardia, ventricular","tachycardia, ventricular","[32813029, 33081916, 33303102, 33682655, 33862215, 34049584, 34136999, 34438608, 35048715]",9.0
798,464,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.tachycardia.tachycardia, ventricular.accelerated idioventricular rhythm",accelerated idioventricular rhythm,[33745461],1.0
799,702,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.tachycardia.tachycardia, ventricular.torsades de pointes",torsades de pointes,[33789211],1.0
800,392,"Diseases.pathological conditions, signs and symptoms.pathologic processes.channelopathies",channelopathies,[33333471],1.0
801,28,"Diseases.pathological conditions, signs and symptoms.pathologic processes.death",death,"[32412308, 32535752, 32584199, 32662869, 32665054, 32698732, 32706395, 32720223, 32723800, 32725955, 32754113, 32755212, 32760887, 32765748, 32788432, 32799694, 32813029, 32838244, 32844958, 32875276, 32935156, 32936318, 32960186, 32995555, 33013675, 33015722, 33042918, 33070775, 33070902, 33078408, 33107641, 33110725, 33112450, 33123171, 33148089, 33166189, 33180982, 33187633, 33200104, 33201768, 33243303, 33248163, 33264669, 33269260, 33315057, 33332036, 33343561, 33346988, 33361715, 33404981, 33416946, 33425408, 33437548, 33444904, 33476759, 33497053, 33527042, 33587365, 33590398, 33593483, 33633944, 33666649, 33687179, 33687369, 33726699, 33792257, 33794593, 33821923, 33829849, 33847291, 33857916, 33875970, 33887749, 33915568, 33937566, 33949163, 33956250, 33986692, 33995053, 34010740, 34027512, 34043958, 34087216, 34092646, 34095795, 34111164, 34117887, 34127622, 34163377, 34176973, 34200325, 34204362, 34220192, 34220204, 34222140, 34223524, 34227711, 34257762, 34275539, 34281186, 34296386, 34335016, 34341978, 34352870, 34356872, 34385349, 34393077, 34395033, 34400219, 34406297, 34413034, 34421386, 34431265, 34511982, 34512335, 34538745, 34560443, 34560597, 34585892, 34607050, 34670811, 34746370, 34755796, 34757259, 34764489, 34794857, 34861604, 34864371, 34880708, 34894817, 34898486, 34910197, 34930633, 34945063, 34967958, 35042351, 35043509, 35060448, 35140935, 35148936, 35197133, 35223894, 35244020, 35246288, 35258437, 35306376, 35356073, 35356906, 35373118, 35389494, 35410717, 35442436, 35465954, 35473685, 35488687, 35512651, 35550718, 35587087, 35600705, 35603455, 35606551, 35620543]",162.0
802,704,"Diseases.pathological conditions, signs and symptoms.pathologic processes.death.brain death",brain death,[33992187],1.0
803,1016,"Diseases.pathological conditions, signs and symptoms.pathologic processes.death.death, sudden","death, sudden",,0.001
804,335,"Diseases.pathological conditions, signs and symptoms.pathologic processes.death.death, sudden.death, sudden, cardiac","death, sudden, cardiac","[33104154, 33155955, 33194223, 33201768, 33248208, 33687369, 34136999, 34334914, 34336948, 34413034, 34441453, 34608441, 34616578, 34930633, 34954013, 35153372, 35221085]",17.0
805,773,"Diseases.pathological conditions, signs and symptoms.pathologic processes.dehydration",dehydration,[34418963],1.0
806,908,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes",disease attributes,,0.001
807,337,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.acute disease",acute disease,"[33159907, 33181783, 33821250, 34035919, 34175230]",5.0
808,80,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.catastrophic illness",catastrophic illness,"[32528783, 33985343, 34580260]",3.0
809,136,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease",chronic disease,"[32665940, 33264669, 33404981, 33430881, 33861993, 33984263, 34307016, 34337326, 34484973, 34508486, 34601121, 35079817, 35502514]",13.0
810,292,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.brain damage, chronic","brain damage, chronic","[32978729, 33774378, 35283461]",3.0
811,578,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.granulomatous disease, chronic","granulomatous disease, chronic",[32850151],1.0
812,369,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.leukemia, lymphocytic, chronic, b-cell","leukemia, lymphocytic, chronic, b-cell","[33248470, 33480653, 34258320]",3.0
813,669,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.polyradiculoneuropathy, chronic inflammatory demyelinating","polyradiculoneuropathy, chronic inflammatory demyelinating",[34178315],1.0
814,909,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.post-infectious disorders",post-infectious disorders,,0.001
815,359,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.post-infectious disorders.encephalomyelitis, acute disseminated","encephalomyelitis, acute disseminated","[33236647, 33272954, 33705268, 34078441, 34222864, 34325334, 34456840, 34735712]",8.0
816,79,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.post-infectious disorders.guillain-barre syndrome",guillain-barre syndrome,"[32518103, 32772172, 32912716, 32918164, 32935156, 32959360, 33006723, 33035589, 33039230, 33041989, 33093141, 33107316, 33321326, 33707903, 33761897, 33776896, 33957540, 34136292, 34239495, 34256515, 34256532, 34271810, 34456840, 34484964, 34508476, 34569221, 34942912, 35173070, 35274917, 35348038, 35521973, 35601875, 35607739]",33.0
817,293,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.post-infectious disorders.post-acute covid-19 syndrome",post-acute covid-19 syndrome,"[32979574, 35561540]",2.0
818,252,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.pulmonary disease, chronic obstructive","pulmonary disease, chronic obstructive","[32883155, 33106782, 33148809, 33254254, 33282075, 33332036, 33683246, 33687179, 33776469, 33873099, 33964245, 33995053, 34019232, 34060280, 34258900, 34345629, 34397444, 34400219, 34429351, 34779390, 34930633, 34935324, 35057587, 35072548, 35348443, 35411216]",26.0
819,568,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.pulmonary disease, chronic obstructive.pulmonary emphysema",pulmonary emphysema,[34365439],1.0
820,339,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.renal insufficiency, chronic","renal insufficiency, chronic","[33160700, 33234164, 33683246, 33687179, 33729425, 33889551, 33942071, 34059010, 34150334, 34172387, 34230908, 34278995, 34307971, 34561986, 34779390, 34846312, 34918990, 34945196, 35032430, 35356906, 35373118]",21.0
821,242,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.chronic disease.renal insufficiency, chronic.kidney failure, chronic","kidney failure, chronic","[32854812, 33251482, 33343741, 34467603, 34506421, 35356906, 35475008, 35490385]",8.0
822,109,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.critical illness",critical illness,"[32639461, 33438076, 34312809, 35561020]",4.0
823,1139,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.iatrogenic disease",iatrogenic disease,,0.001
824,629,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.iatrogenic disease.cross infection",cross infection,[32837734],1.0
825,452,"Diseases.pathological conditions, signs and symptoms.pathologic processes.disease attributes.noncommunicable diseases",noncommunicable diseases,"[33683246, 35431242]",2.0
826,362,"Diseases.pathological conditions, signs and symptoms.pathologic processes.dysbiosis",dysbiosis,"[33244974, 33417221, 34200249, 34238684, 34358031, 34396355, 34546607]",7.0
827,493,"Diseases.pathological conditions, signs and symptoms.pathologic processes.emphysema",emphysema,"[33965276, 34365439]",2.0
828,0,"Diseases.pathological conditions, signs and symptoms.pathologic processes.fibrosis",fibrosis,"[32174095, 32723800, 32992435, 33016678, 33083782, 33107641, 33133104, 33154646, 33159704, 33274259, 33329934, 33334776, 33343561, 33349611, 33425682, 33448739, 33501821, 33619450, 33683246, 33688456, 33732719, 33815804, 33839588, 33839710, 33841169, 33966265, 33980782, 34020126, 34026781, 34035963, 34049584, 34055688, 34055936, 34091456, 34135479, 34180638, 34200325, 34243776, 34249284, 34249973, 34251340, 34274144, 34284567, 34326176, 34331436, 34365439, 34368419, 34408751, 34418410, 34431278, 34473811, 34485076, 34512253, 34629385, 34842488, 34846312, 34880080, 34894817, 34921308, 34944747, 34963403, 34995938, 35032430, 35043684, 35221322, 35225150, 35240139, 35443510, 35488687, 35536134, 35552326]",71.0
829,580,"Diseases.pathological conditions, signs and symptoms.pathologic processes.fibrosis.liver cirrhosis",liver cirrhosis,[34204032],1.0
830,472,"Diseases.pathological conditions, signs and symptoms.pathologic processes.fibrosis.liver cirrhosis.liver cirrhosis, biliary","liver cirrhosis, biliary",[33768072],1.0
831,573,"Diseases.pathological conditions, signs and symptoms.pathologic processes.fibrosis.nephrogenic fibrosing dermopathy",nephrogenic fibrosing dermopathy,[35032430],1.0
832,2,"Diseases.pathological conditions, signs and symptoms.pathologic processes.fibrosis.pulmonary fibrosis",pulmonary fibrosis,"[32174095, 32329589, 32449782, 32489027, 32723800, 32731284, 32765748, 32834832, 32838236, 32850151, 32875276, 32894907, 32926596, 32982916, 32992435, 32998036, 33083782, 33107641, 33116043, 33133104, 33154646, 33159704, 33254254, 33274259, 33305559, 33349611, 33425682, 33448739, 33532720, 33552895, 33603312, 33606410, 33707912, 33732719, 33758668, 33761881, 33815804, 33829461, 33836413, 33839710, 33861993, 33868858, 33902377, 33915568, 33942071, 33965276, 33966265, 34026781, 34059358, 34068958, 34099015, 34099197, 34150334, 34180638, 34205928, 34230908, 34243776, 34249284, 34251340, 34251354, 34256411, 34336891, 34398036, 34408751, 34431265, 34431278, 34497426, 34512328, 34748736, 34783228, 34810106, 34820152, 34842488, 34870154, 34888989, 34894817, 34916057, 34933829, 34944747, 34950621, 34957743, 35063236, 35262694, 35362313, 35411216, 35428040, 35488687, 35536134]",88.0
833,219,"Diseases.pathological conditions, signs and symptoms.pathologic processes.gliosis",gliosis,"[32820884, 34230886, 34370958, 35283463]",4.0
834,795,"Diseases.pathological conditions, signs and symptoms.pathologic processes.granuloma",granuloma,[34957360],1.0
835,415,"Diseases.pathological conditions, signs and symptoms.pathologic processes.granulomatosis, orofacial","granulomatosis, orofacial","[33485845, 34196196]",2.0
836,55,"Diseases.pathological conditions, signs and symptoms.pathologic processes.hemorrhage",hemorrhage,"[32476380, 32586959, 32963819, 33070912, 33090438, 33132007, 33236647, 33281325, 33842898, 33870878, 34060929, 34078441, 34113773, 34195973, 34239770, 34291313, 34386543, 34805497, 34938638, 34949230, 35221210, 35431034, 35609533]",23.0
837,285,"Diseases.pathological conditions, signs and symptoms.pathologic processes.hemorrhage.gastrointestinal hemorrhage",gastrointestinal hemorrhage,"[32962760, 33414238, 33425408, 34060929, 34386543, 34418963, 34521335, 35140935]",8.0
838,530,"Diseases.pathological conditions, signs and symptoms.pathologic processes.hemorrhage.hematuria",hematuria,"[34386543, 34448642]",2.0
839,360,"Diseases.pathological conditions, signs and symptoms.pathologic processes.hemorrhage.intracranial hemorrhages",intracranial hemorrhages,"[33236647, 33836148, 33992168, 34291313, 34386543, 34456840, 34840313, 34890962, 34938638, 35130818]",10.0
840,289,"Diseases.pathological conditions, signs and symptoms.pathologic processes.hemorrhage.intracranial hemorrhages.cerebral hemorrhage",cerebral hemorrhage,"[32977228, 33015552, 33070912, 33283160, 33593267, 34078441, 34352870, 34425827, 34456840, 34618764, 34766055]",11.0
841,162,"Diseases.pathological conditions, signs and symptoms.pathologic processes.hemorrhage.intracranial hemorrhages.subarachnoid hemorrhage",subarachnoid hemorrhage,"[32721809, 32900267, 34078441, 34104245]",4.0
842,831,"Diseases.pathological conditions, signs and symptoms.pathologic processes.hemorrhage.retinal hemorrhage",retinal hemorrhage,"[33523252, 34249972, 34511877]",3.0
